tenure,InternetService,Contract,MonthlyCharges,Churn
70,Fiber optic,Two year,114.95,0
12,Fiber optic,Month-to-month,112.95,1
52,Fiber optic,One year,104.45,0
72,Fiber optic,Two year,113.65,0
40,No,Two year,20.6,0
1,Fiber optic,Month-to-month,70.9,1
3,Fiber optic,Month-to-month,86.85,1
40,Fiber optic,Month-to-month,91.55,0
1,DSL,Month-to-month,49.85,0
30,No,One year,19.8,0
23,Fiber optic,Month-to-month,99.85,1
1,Fiber optic,Month-to-month,74.5,1
44,Fiber optic,Month-to-month,104.15,0
65,Fiber optic,Month-to-month,109.15,1
7,DSL,Month-to-month,48.2,0
72,No,Two year,25.1,0
8,Fiber optic,Month-to-month,100.15,0
16,DSL,Month-to-month,65.2,1
66,Fiber optic,Month-to-month,99.5,1
1,Fiber optic,Month-to-month,71.55,1
3,DSL,Month-to-month,55.9,0
53,Fiber optic,Month-to-month,93.9,1
8,DSL,Month-to-month,64.4,0
69,Fiber optic,Two year,108.4,1
5,Fiber optic,Month-to-month,85.3,0
72,Fiber optic,Two year,107.45,0
13,DSL,Month-to-month,48.75,1
4,Fiber optic,Month-to-month,85.65,1
54,DSL,Two year,91.3,0
72,DSL,Two year,85.95,0
12,Fiber optic,Month-to-month,106.7,1
1,DSL,Month-to-month,25.15,1
1,DSL,Month-to-month,45.2,0
54,Fiber optic,One year,110.35,1
69,Fiber optic,Two year,79.2,0
48,DSL,Two year,55.5,0
48,Fiber optic,One year,103.25,1
8,Fiber optic,Month-to-month,90.25,0
71,DSL,Two year,91.25,0
2,DSL,Month-to-month,47.8,1
67,Fiber optic,One year,100.9,0
34,Fiber optic,Month-to-month,97.7,0
3,Fiber optic,Month-to-month,69.85,0
9,DSL,One year,65.6,0
71,Fiber optic,One year,104.65,0
57,Fiber optic,Two year,90.45,0
72,DSL,Two year,63.7,0
48,Fiber optic,Month-to-month,104.5,0
18,No,One year,20.1,0
43,Fiber optic,One year,104.3,0
72,DSL,Two year,93.25,0
35,DSL,One year,73.45,0
4,No,Month-to-month,20.7,0
49,No,Two year,25.25,0
71,Fiber optic,Two year,100.5,0
11,Fiber optic,Month-to-month,90.6,0
63,DSL,Two year,89.4,0
65,Fiber optic,Month-to-month,95.45,0
49,No,Two year,20.45,0
29,Fiber optic,Month-to-month,98.6,1
15,Fiber optic,Month-to-month,83.05,1
4,No,Month-to-month,19.95,0
72,Fiber optic,One year,109.15,0
26,Fiber optic,Month-to-month,85.7,0
35,Fiber optic,Month-to-month,102.05,0
57,Fiber optic,One year,94.7,0
28,DSL,Month-to-month,64.4,0
25,No,One year,26.8,0
47,DSL,One year,66.05,0
57,DSL,Month-to-month,65.2,0
16,Fiber optic,Month-to-month,85.05,0
5,DSL,Month-to-month,55.8,0
17,Fiber optic,Month-to-month,70.4,1
56,Fiber optic,One year,104.75,1
72,No,Two year,19.95,0
21,Fiber optic,Month-to-month,94.25,1
48,DSL,One year,45.0,0
68,Fiber optic,Two year,114.9,0
30,Fiber optic,Month-to-month,106.4,0
3,DSL,Month-to-month,46.1,0
14,DSL,Two year,39.7,0
4,No,Month-to-month,20.05,0
71,Fiber optic,Two year,95.75,0
8,No,One year,24.4,0
61,DSL,Month-to-month,33.6,0
72,Fiber optic,Two year,90.45,0
5,Fiber optic,Month-to-month,84.0,0
49,DSL,Two year,67.4,0
8,No,Month-to-month,19.7,0
3,Fiber optic,Month-to-month,80.35,0
9,No,Two year,19.6,0
67,DSL,Two year,54.2,0
46,DSL,Month-to-month,45.2,0
67,DSL,One year,75.1,0
55,No,One year,19.7,0
33,DSL,Month-to-month,72.75,0
62,No,Two year,20.05,0
1,DSL,Month-to-month,45.95,1
49,DSL,Month-to-month,39.2,0
1,DSL,Month-to-month,44.75,0
14,Fiber optic,Month-to-month,82.65,0
18,Fiber optic,Month-to-month,93.9,0
1,Fiber optic,Month-to-month,70.15,1
1,Fiber optic,Month-to-month,85.55,1
72,Fiber optic,Two year,117.15,0
64,Fiber optic,Two year,99.25,0
69,Fiber optic,Two year,112.55,0
1,No,Month-to-month,25.7,0
71,DSL,Two year,90.3,0
66,DSL,One year,49.4,0
2,No,Month-to-month,19.4,0
71,Fiber optic,Two year,109.7,0
11,DSL,One year,61.25,0
47,DSL,Month-to-month,55.3,0
35,Fiber optic,Month-to-month,70.3,1
32,Fiber optic,Month-to-month,106.35,1
60,Fiber optic,Month-to-month,103.75,0
11,No,One year,19.5,0
29,DSL,One year,39.5,0
21,DSL,Month-to-month,26.05,0
48,Fiber optic,Month-to-month,91.05,0
3,DSL,Month-to-month,29.65,0
43,DSL,Month-to-month,50.2,0
5,Fiber optic,Month-to-month,105.3,0
1,DSL,Month-to-month,55.45,0
71,DSL,One year,85.45,0
8,No,One year,19.8,0
8,DSL,Month-to-month,59.25,0
20,Fiber optic,Month-to-month,90.7,0
33,Fiber optic,One year,103.7,1
71,Fiber optic,One year,79.05,0
31,Fiber optic,One year,90.7,0
38,Fiber optic,One year,95.0,0
1,Fiber optic,Month-to-month,88.35,1
2,DSL,Month-to-month,30.25,0
12,DSL,Month-to-month,49.85,0
9,Fiber optic,Month-to-month,93.0,0
11,DSL,Month-to-month,54.55,0
6,No,Month-to-month,19.7,0
71,DSL,One year,84.8,0
42,Fiber optic,One year,94.45,0
8,Fiber optic,Month-to-month,94.2,1
5,Fiber optic,Month-to-month,96.25,1
2,Fiber optic,Month-to-month,70.7,1
45,No,Two year,20.85,0
28,DSL,One year,60.0,0
43,Fiber optic,Month-to-month,80.45,0
60,DSL,Two year,84.95,0
42,DSL,One year,33.55,1
7,DSL,Two year,49.65,0
25,No,One year,20.2,0
40,Fiber optic,Month-to-month,94.55,1
27,Fiber optic,One year,100.5,0
10,DSL,Month-to-month,35.75,0
27,Fiber optic,Month-to-month,86.45,0
11,DSL,One year,53.8,0
4,DSL,Month-to-month,38.55,0
68,DSL,Month-to-month,39.9,0
1,Fiber optic,Month-to-month,70.05,0
18,No,One year,20.1,0
57,Fiber optic,Two year,112.95,1
26,No,Month-to-month,20.3,0
17,DSL,Month-to-month,35.65,0
1,DSL,Month-to-month,35.9,1
38,Fiber optic,Month-to-month,99.25,1
59,Fiber optic,One year,82.95,0
30,DSL,Two year,55.65,0
2,DSL,Month-to-month,24.45,1
50,No,One year,25.2,0
9,DSL,One year,50.8,0
3,No,Month-to-month,19.65,0
14,DSL,Month-to-month,59.8,0
31,Fiber optic,Month-to-month,73.55,0
7,DSL,Month-to-month,61.4,0
8,Fiber optic,Month-to-month,103.35,1
17,No,One year,19.9,0
32,No,Month-to-month,19.45,0
2,Fiber optic,Month-to-month,81.5,0
7,Fiber optic,Month-to-month,84.8,1
72,Fiber optic,Two year,109.55,0
31,Fiber optic,Month-to-month,99.95,1
27,Fiber optic,Month-to-month,74.4,0
18,Fiber optic,Month-to-month,90.0,1
7,Fiber optic,Month-to-month,74.9,0
14,Fiber optic,Month-to-month,104.85,1
11,DSL,Month-to-month,59.65,0
72,Fiber optic,Two year,110.45,0
28,Fiber optic,One year,106.1,1
15,Fiber optic,Month-to-month,74.2,1
4,Fiber optic,Month-to-month,74.45,0
71,No,Two year,24.55,0
5,Fiber optic,Month-to-month,89.35,1
47,No,Two year,24.55,0
57,Fiber optic,One year,90.65,0
50,Fiber optic,Two year,105.05,0
8,No,Month-to-month,20.45,0
48,No,Two year,19.55,0
70,No,One year,19.7,0
1,DSL,Month-to-month,70.45,0
8,Fiber optic,Month-to-month,85.65,0
1,Fiber optic,Month-to-month,77.15,1
1,DSL,Month-to-month,35.25,1
60,No,Two year,20.55,0
49,Fiber optic,One year,97.95,0
4,DSL,Month-to-month,48.55,1
29,No,One year,20.0,0
67,No,Two year,25.25,0
53,Fiber optic,Month-to-month,98.4,1
67,DSL,Two year,70.9,0
6,No,Month-to-month,19.85,0
47,Fiber optic,Month-to-month,106.35,0
53,Fiber optic,Two year,99.5,0
69,DSL,Two year,84.7,0
3,Fiber optic,Month-to-month,86.05,0
4,DSL,Month-to-month,44.55,0
56,DSL,Two year,75.85,0
59,Fiber optic,Month-to-month,93.85,1
61,No,Two year,25.0,0
2,DSL,Month-to-month,45.0,0
46,Fiber optic,Month-to-month,100.7,1
12,No,Month-to-month,20.5,0
14,Fiber optic,Month-to-month,80.45,1
28,Fiber optic,One year,90.45,0
24,DSL,Month-to-month,60.45,0
31,DSL,Month-to-month,55.25,1
68,DSL,One year,78.45,0
39,Fiber optic,Two year,100.55,0
42,No,Month-to-month,20.35,0
13,DSL,Month-to-month,54.45,1
6,Fiber optic,Month-to-month,90.75,0
35,Fiber optic,Month-to-month,75.35,1
38,No,One year,20.25,0
18,No,Two year,20.05,0
4,No,Month-to-month,19.6,0
27,DSL,Month-to-month,53.8,0
41,DSL,One year,70.2,0
50,DSL,One year,75.5,0
72,No,Two year,20.35,0
70,No,One year,26.05,0
44,No,One year,20.6,0
2,Fiber optic,Month-to-month,75.7,1
34,No,One year,20.1,0
72,No,Two year,24.3,0
71,No,Two year,24.5,0
64,Fiber optic,Two year,110.5,0
72,No,Two year,25.25,0
1,Fiber optic,Month-to-month,74.25,1
29,Fiber optic,One year,90.1,0
23,DSL,One year,68.75,0
52,No,Two year,19.2,0
25,Fiber optic,Month-to-month,89.7,1
64,Fiber optic,Two year,115.1,0
16,Fiber optic,Month-to-month,96.4,1
1,Fiber optic,Month-to-month,69.5,1
24,Fiber optic,Month-to-month,99.65,0
2,Fiber optic,Month-to-month,91.45,0
34,DSL,Two year,84.75,0
36,Fiber optic,Month-to-month,85.25,1
53,DSL,One year,78.75,0
47,No,Two year,20.25,0
72,No,Two year,19.9,0
72,Fiber optic,Two year,97.75,0
1,No,Month-to-month,19.4,1
9,Fiber optic,Month-to-month,83.3,1
8,Fiber optic,Month-to-month,80.1,1
45,DSL,One year,62.7,1
7,Fiber optic,Month-to-month,100.4,0
71,No,Two year,24.45,0
41,Fiber optic,One year,101.1,0
67,DSL,Two year,50.9,0
69,Fiber optic,One year,107.2,0
70,DSL,Two year,92.2,0
25,No,One year,25.3,1
72,Fiber optic,Two year,113.4,0
34,DSL,Two year,40.55,0
65,No,Two year,26.0,0
70,Fiber optic,Two year,111.95,0
72,DSL,Two year,53.8,0
35,DSL,One year,72.1,0
13,Fiber optic,Month-to-month,98.15,1
12,DSL,One year,78.85,0
62,DSL,One year,70.75,0
25,DSL,Month-to-month,76.15,0
52,DSL,Two year,39.1,0
8,Fiber optic,Month-to-month,69.95,0
2,No,Month-to-month,20.05,0
56,No,Two year,20.05,0
12,No,Month-to-month,19.45,0
47,No,One year,26.9,0
2,No,Month-to-month,19.2,0
18,DSL,Month-to-month,50.0,0
8,DSL,Month-to-month,60.0,0
45,Fiber optic,Month-to-month,84.55,0
3,DSL,Month-to-month,45.45,0
38,No,One year,20.05,0
72,Fiber optic,Two year,115.55,0
46,Fiber optic,Month-to-month,93.7,1
71,Fiber optic,Two year,99.0,0
66,DSL,Two year,50.55,0
25,Fiber optic,Month-to-month,105.95,1
18,DSL,One year,82.0,1
13,No,Two year,25.0,0
65,DSL,Two year,91.55,0
60,Fiber optic,Month-to-month,95.75,1
15,No,Two year,19.35,0
72,No,Two year,24.85,0
30,Fiber optic,Month-to-month,94.05,1
42,Fiber optic,Two year,100.4,0
71,No,Two year,25.0,0
1,DSL,Month-to-month,54.75,1
39,Fiber optic,Month-to-month,95.65,1
35,No,Month-to-month,19.25,0
53,Fiber optic,Month-to-month,108.25,0
1,Fiber optic,Month-to-month,94.6,1
31,Fiber optic,Month-to-month,98.9,1
48,No,Two year,20.15,0
30,Fiber optic,Month-to-month,101.3,0
10,No,Month-to-month,20.0,0
12,Fiber optic,Month-to-month,105.3,0
57,DSL,Two year,69.85,0
58,DSL,Month-to-month,65.25,0
37,No,Two year,19.8,0
44,No,Month-to-month,19.6,0
27,No,One year,20.05,0
8,DSL,Month-to-month,49.4,0
3,Fiber optic,Month-to-month,76.05,1
25,Fiber optic,Month-to-month,88.4,0
57,Fiber optic,Month-to-month,100.6,0
12,No,Month-to-month,19.45,0
62,No,Two year,20.3,0
65,Fiber optic,Two year,107.65,0
71,DSL,Two year,80.45,0
21,DSL,One year,58.85,0
71,Fiber optic,One year,109.6,0
7,Fiber optic,Month-to-month,75.15,0
72,DSL,Two year,73.0,0
1,Fiber optic,Month-to-month,70.1,0
72,Fiber optic,Two year,98.65,0
64,Fiber optic,One year,111.45,0
72,Fiber optic,Two year,114.9,0
29,Fiber optic,Month-to-month,100.55,0
13,No,Two year,20.4,0
31,Fiber optic,Month-to-month,104.35,0
1,Fiber optic,Month-to-month,69.75,1
7,DSL,Month-to-month,34.5,1
61,Fiber optic,Month-to-month,105.55,1
39,DSL,Month-to-month,30.1,1
10,Fiber optic,Month-to-month,70.3,1
14,DSL,Month-to-month,80.45,0
1,Fiber optic,Month-to-month,80.2,1
67,Fiber optic,One year,94.35,1
72,DSL,Two year,91.35,0
6,DSL,Month-to-month,44.6,1
1,No,Month-to-month,19.6,1
25,No,One year,19.9,0
33,Fiber optic,Month-to-month,110.45,1
18,DSL,Month-to-month,68.35,0
71,DSL,Two year,79.1,0
28,DSL,One year,51.0,0
2,Fiber optic,Month-to-month,80.55,0
17,DSL,Month-to-month,66.7,0
56,Fiber optic,Month-to-month,86.4,0
60,DSL,One year,50.05,0
33,No,Two year,25.7,0
1,Fiber optic,Month-to-month,83.4,0
2,Fiber optic,Month-to-month,70.7,1
63,Fiber optic,Two year,84.65,0
7,Fiber optic,Month-to-month,99.25,1
55,DSL,Two year,64.75,0
65,Fiber optic,One year,100.15,0
1,Fiber optic,Month-to-month,84.8,1
63,No,Two year,25.25,0
70,Fiber optic,Two year,113.0,0
36,DSL,Two year,40.65,0
52,Fiber optic,One year,105.0,1
22,DSL,Month-to-month,54.45,1
22,Fiber optic,Month-to-month,94.95,0
5,DSL,Month-to-month,59.9,0
47,Fiber optic,Month-to-month,85.3,1
33,Fiber optic,Month-to-month,83.35,1
18,DSL,Month-to-month,33.5,1
1,No,Month-to-month,19.8,0
56,DSL,Two year,81.8,0
2,No,Month-to-month,20.0,0
35,DSL,Month-to-month,59.6,0
64,No,Two year,25.0,0
15,Fiber optic,Month-to-month,84.35,0
24,Fiber optic,Month-to-month,90.35,1
1,DSL,Month-to-month,55.55,0
70,DSL,Two year,75.35,0
1,Fiber optic,Month-to-month,90.75,1
4,Fiber optic,Month-to-month,89.6,1
39,DSL,One year,59.3,0
29,DSL,Month-to-month,66.1,0
14,No,Two year,18.8,0
61,DSL,Two year,86.45,0
13,DSL,Month-to-month,52.1,0
66,DSL,Two year,47.4,0
2,DSL,Month-to-month,49.25,1
59,Fiber optic,One year,109.15,0
62,Fiber optic,One year,94.95,0
33,Fiber optic,One year,93.55,0
66,DSL,Two year,79.5,0
72,Fiber optic,Two year,115.05,0
1,No,Month-to-month,19.75,1
19,Fiber optic,Month-to-month,95.15,1
51,Fiber optic,One year,95.15,0
63,Fiber optic,Month-to-month,105.4,0
27,No,One year,20.1,0
22,Fiber optic,Month-to-month,101.35,1
4,No,Month-to-month,20.05,0
42,No,Two year,20.7,0
29,No,One year,20.35,0
4,Fiber optic,Month-to-month,70.05,1
30,No,One year,19.7,0
4,Fiber optic,Month-to-month,74.65,1
71,DSL,Two year,85.45,0
46,DSL,Two year,40.4,0
4,DSL,Month-to-month,50.4,1
7,Fiber optic,Month-to-month,79.65,1
69,Fiber optic,One year,105.2,0
72,Fiber optic,Two year,100.65,0
19,Fiber optic,Month-to-month,79.85,1
28,Fiber optic,Month-to-month,91.0,0
5,Fiber optic,Month-to-month,78.75,1
72,Fiber optic,Two year,116.75,0
8,Fiber optic,Month-to-month,80.45,1
7,DSL,One year,59.1,0
22,DSL,Month-to-month,49.8,0
72,No,Two year,19.3,0
8,No,Month-to-month,19.65,0
52,DSL,One year,81.4,0
68,DSL,Two year,38.9,0
71,DSL,Two year,87.95,0
2,No,Month-to-month,19.85,0
34,Fiber optic,Month-to-month,96.35,0
35,DSL,Month-to-month,24.15,0
61,No,One year,19.1,0
1,DSL,Month-to-month,44.0,0
1,DSL,Month-to-month,50.1,1
53,DSL,One year,60.6,0
72,No,Two year,25.65,0
2,Fiber optic,Month-to-month,76.4,1
3,Fiber optic,Month-to-month,98.7,1
13,Fiber optic,Month-to-month,100.8,1
41,DSL,Month-to-month,53.95,0
24,No,One year,20.4,0
28,Fiber optic,One year,90.1,1
8,DSL,Month-to-month,29.35,0
1,No,Month-to-month,20.45,0
54,Fiber optic,Two year,95.1,0
41,No,Month-to-month,25.25,0
19,DSL,Month-to-month,44.9,0
72,DSL,Two year,92.65,0
62,DSL,Two year,43.7,0
56,DSL,Two year,72.6,0
15,DSL,Month-to-month,51.55,1
10,Fiber optic,Month-to-month,79.25,1
32,No,Two year,18.95,0
21,No,Month-to-month,20.5,0
62,No,One year,19.95,0
2,DSL,Month-to-month,24.5,0
27,No,Two year,20.6,0
5,Fiber optic,Month-to-month,94.85,1
25,DSL,One year,61.05,0
2,Fiber optic,Month-to-month,85.7,1
49,Fiber optic,One year,106.65,0
63,Fiber optic,Month-to-month,108.25,0
4,No,Month-to-month,20.4,0
1,DSL,Month-to-month,55.3,0
11,No,Month-to-month,20.25,0
52,Fiber optic,Month-to-month,72.95,0
60,Fiber optic,Month-to-month,89.45,0
64,Fiber optic,One year,104.65,0
43,DSL,Two year,75.2,0
61,Fiber optic,One year,101.15,0
1,DSL,Month-to-month,44.4,1
5,Fiber optic,Month-to-month,89.5,1
66,DSL,Two year,68.75,0
67,Fiber optic,Two year,111.05,0
42,Fiber optic,Two year,99.0,0
1,Fiber optic,Month-to-month,86.05,1
31,No,Two year,21.0,0
7,No,Month-to-month,19.4,0
4,DSL,Month-to-month,44.55,1
34,DSL,One year,77.2,0
3,No,One year,19.45,0
19,DSL,Month-to-month,24.85,0
31,DSL,Month-to-month,35.4,1
1,Fiber optic,Month-to-month,95.65,1
3,DSL,Month-to-month,41.35,0
46,No,Month-to-month,19.6,0
1,No,Month-to-month,20.95,1
69,Fiber optic,One year,84.45,0
5,No,Month-to-month,20.25,0
1,No,Month-to-month,19.65,0
26,No,One year,20.65,0
10,DSL,Month-to-month,34.7,1
25,Fiber optic,Two year,99.3,0
64,Fiber optic,Month-to-month,81.05,0
30,DSL,Month-to-month,67.6,0
13,Fiber optic,Month-to-month,70.15,0
64,Fiber optic,One year,115.0,0
46,Fiber optic,Month-to-month,84.8,0
12,No,One year,19.7,0
15,No,Month-to-month,19.75,1
17,Fiber optic,Month-to-month,92.55,1
13,DSL,Month-to-month,63.15,0
67,DSL,Two year,74.0,0
24,DSL,Month-to-month,29.1,0
6,DSL,Month-to-month,50.05,0
53,DSL,One year,60.05,1
16,Fiber optic,Month-to-month,74.3,1
10,No,Month-to-month,20.0,0
13,Fiber optic,One year,74.65,0
9,Fiber optic,Month-to-month,85.35,1
25,DSL,One year,74.3,1
7,DSL,Month-to-month,44.4,0
38,DSL,Two year,85.4,0
43,Fiber optic,Month-to-month,94.1,0
4,Fiber optic,Month-to-month,98.1,1
25,Fiber optic,Two year,108.9,0
27,DSL,One year,56.2,0
72,No,Two year,26.1,0
71,Fiber optic,One year,85.45,0
24,Fiber optic,Month-to-month,88.95,0
50,Fiber optic,Two year,109.65,1
57,DSL,Two year,74.35,0
15,DSL,Month-to-month,48.85,0
4,Fiber optic,Month-to-month,80.1,0
28,DSL,Month-to-month,56.05,0
9,Fiber optic,Month-to-month,74.55,1
55,Fiber optic,Month-to-month,89.8,0
3,Fiber optic,Month-to-month,100.95,1
10,Fiber optic,Month-to-month,94.9,1
55,No,One year,19.1,0
20,No,Month-to-month,20.35,0
62,Fiber optic,One year,106.05,0
32,Fiber optic,Month-to-month,104.9,1
43,No,Two year,19.65,0
9,DSL,One year,24.1,1
60,DSL,Two year,59.85,0
58,DSL,Two year,86.1,0
7,No,One year,19.45,0
2,Fiber optic,Month-to-month,97.1,0
37,DSL,Month-to-month,36.65,0
65,Fiber optic,One year,103.9,0
39,No,Two year,19.75,0
66,Fiber optic,One year,104.05,1
68,No,Two year,24.55,0
62,DSL,Two year,48.7,0
3,Fiber optic,Month-to-month,88.35,1
72,Fiber optic,Two year,109.55,0
41,No,Two year,20.65,0
29,Fiber optic,Month-to-month,94.65,1
4,DSL,Month-to-month,55.2,0
53,No,One year,24.05,0
1,Fiber optic,Month-to-month,74.4,1
41,DSL,Month-to-month,79.9,1
39,No,Two year,20.45,0
63,No,Two year,19.25,0
15,No,Month-to-month,26.35,0
13,DSL,One year,43.8,0
1,DSL,Month-to-month,50.15,0
1,No,Two year,20.45,0
8,Fiber optic,Month-to-month,69.7,1
60,DSL,Two year,61.4,0
12,Fiber optic,Month-to-month,98.1,1
40,DSL,One year,70.75,0
66,DSL,Two year,61.15,0
42,No,One year,20.25,0
66,DSL,One year,63.85,0
49,Fiber optic,Month-to-month,98.7,0
1,No,Month-to-month,20.5,1
41,No,Two year,20.0,0
41,No,Two year,19.3,0
23,Fiber optic,Month-to-month,84.4,0
3,DSL,Month-to-month,25.1,0
4,DSL,Month-to-month,48.25,0
52,No,Two year,19.85,0
4,Fiber optic,Month-to-month,99.6,1
11,Fiber optic,Month-to-month,94.2,0
2,DSL,Month-to-month,62.15,0
26,Fiber optic,Month-to-month,79.3,0
24,DSL,One year,56.25,0
12,No,Month-to-month,20.3,0
60,Fiber optic,Month-to-month,99.0,0
64,DSL,Two year,90.6,0
66,DSL,Two year,85.9,0
60,Fiber optic,One year,79.2,0
17,DSL,One year,70.35,0
42,No,Two year,19.35,0
1,DSL,Month-to-month,50.15,0
47,DSL,Two year,63.8,0
10,No,Month-to-month,20.55,0
70,DSL,Two year,88.55,0
67,Fiber optic,Month-to-month,101.4,0
1,Fiber optic,Month-to-month,81.95,1
7,Fiber optic,Month-to-month,69.35,1
1,DSL,Month-to-month,44.6,0
4,DSL,Month-to-month,63.75,0
66,Fiber optic,Two year,109.25,0
12,Fiber optic,Month-to-month,84.6,0
24,No,One year,20.45,0
26,Fiber optic,Month-to-month,85.75,0
6,Fiber optic,Month-to-month,91.1,1
57,Fiber optic,Two year,107.95,0
14,Fiber optic,Month-to-month,86.1,1
42,No,Two year,22.95,0
25,Fiber optic,Month-to-month,94.7,1
64,No,Two year,19.45,0
22,Fiber optic,Month-to-month,85.1,1
19,No,One year,19.7,0
61,Fiber optic,Month-to-month,99.15,1
22,Fiber optic,Month-to-month,87.0,0
70,Fiber optic,Month-to-month,102.95,1
12,Fiber optic,Month-to-month,79.95,0
31,DSL,One year,64.0,0
11,DSL,Month-to-month,64.9,0
68,No,Two year,25.75,0
72,DSL,Two year,90.15,0
67,Fiber optic,Two year,116.1,0
60,Fiber optic,Month-to-month,104.95,0
1,DSL,Month-to-month,45.05,1
1,Fiber optic,Month-to-month,71.0,1
58,DSL,One year,50.0,0
47,Fiber optic,Month-to-month,70.55,1
1,Fiber optic,Month-to-month,79.7,1
1,No,Month-to-month,20.45,0
22,DSL,Month-to-month,59.0,1
48,DSL,One year,60.35,1
37,No,One year,19.85,0
13,No,One year,19.95,0
43,No,Two year,26.45,0
6,DSL,Two year,63.4,0
71,DSL,Two year,53.95,0
1,Fiber optic,Month-to-month,69.25,1
72,Fiber optic,Two year,95.1,0
6,Fiber optic,Month-to-month,74.1,0
12,DSL,Month-to-month,35.5,0
25,Fiber optic,Month-to-month,70.95,1
21,Fiber optic,One year,79.2,0
6,DSL,Month-to-month,48.8,0
20,Fiber optic,Month-to-month,89.0,1
18,Fiber optic,Month-to-month,99.4,1
43,DSL,One year,55.45,0
35,No,Two year,25.4,0
1,Fiber optic,Month-to-month,73.5,1
32,Fiber optic,Month-to-month,93.5,0
52,DSL,Two year,63.9,0
32,DSL,One year,64.85,0
72,DSL,Two year,63.8,0
51,DSL,Month-to-month,44.45,0
68,No,Two year,19.95,0
8,DSL,Month-to-month,43.35,0
49,DSL,Two year,49.65,0
72,DSL,Two year,85.1,0
9,Fiber optic,Month-to-month,95.5,1
28,Fiber optic,Month-to-month,92.35,1
54,Fiber optic,Month-to-month,89.8,0
11,Fiber optic,Month-to-month,74.55,1
50,Fiber optic,One year,103.05,0
69,Fiber optic,Two year,116.0,0
1,Fiber optic,Month-to-month,69.9,0
68,Fiber optic,Two year,95.1,0
40,DSL,One year,40.25,0
31,No,Two year,25.75,0
33,Fiber optic,Month-to-month,105.35,0
55,Fiber optic,Two year,113.6,0
68,No,Two year,24.0,0
12,No,Month-to-month,19.4,0
71,DSL,Two year,86.1,0
40,Fiber optic,Month-to-month,102.65,0
64,Fiber optic,One year,92.85,0
53,Fiber optic,One year,97.75,0
12,Fiber optic,Month-to-month,83.8,1
53,DSL,Month-to-month,54.45,1
72,Fiber optic,Two year,97.95,0
46,No,Two year,19.95,0
40,No,Two year,24.6,0
12,DSL,Month-to-month,50.95,0
9,Fiber optic,Month-to-month,75.6,0
51,Fiber optic,Month-to-month,80.75,0
49,Fiber optic,Month-to-month,90.4,0
41,Fiber optic,Month-to-month,99.8,1
56,DSL,One year,60.25,0
4,No,Month-to-month,20.2,0
20,DSL,One year,64.15,0
26,No,Month-to-month,20.25,0
20,Fiber optic,Month-to-month,105.85,1
7,Fiber optic,Month-to-month,75.45,1
7,Fiber optic,Month-to-month,93.85,1
51,Fiber optic,Month-to-month,99.0,0
4,Fiber optic,Month-to-month,80.3,0
1,No,Month-to-month,19.55,0
27,Fiber optic,Month-to-month,100.75,0
22,Fiber optic,Month-to-month,100.75,1
12,DSL,Month-to-month,53.75,0
3,DSL,Month-to-month,31.0,1
34,No,One year,25.6,0
24,DSL,One year,58.35,0
51,Fiber optic,Month-to-month,80.0,1
14,DSL,Month-to-month,46.35,0
59,Fiber optic,Two year,113.75,0
3,Fiber optic,Month-to-month,90.4,0
65,Fiber optic,Two year,109.3,0
5,Fiber optic,Month-to-month,70.25,1
59,DSL,Two year,90.3,0
72,DSL,Two year,65.25,0
62,Fiber optic,Month-to-month,100.15,1
28,Fiber optic,Month-to-month,94.5,1
3,DSL,Month-to-month,60.65,0
19,No,Month-to-month,24.1,0
1,No,Month-to-month,19.5,0
24,Fiber optic,Month-to-month,85.95,0
57,DSL,One year,53.5,0
72,No,Two year,25.45,0
67,No,Two year,20.5,0
52,No,One year,20.85,0
71,DSL,Two year,89.9,0
26,No,One year,26.0,0
35,Fiber optic,Two year,113.2,0
55,Fiber optic,Two year,69.05,0
33,No,Two year,20.1,0
72,Fiber optic,Two year,109.65,0
1,No,Month-to-month,19.2,0
10,DSL,Month-to-month,33.9,1
37,Fiber optic,Month-to-month,90.0,0
12,DSL,Month-to-month,34.0,0
1,No,One year,20.4,0
62,DSL,Two year,38.6,0
1,DSL,Month-to-month,25.25,0
18,DSL,Month-to-month,60.6,0
69,Fiber optic,Month-to-month,89.95,1
2,Fiber optic,Month-to-month,74.75,0
19,No,Month-to-month,20.6,0
12,Fiber optic,Month-to-month,84.45,1
9,No,Month-to-month,20.4,0
27,DSL,One year,81.7,0
27,Fiber optic,Month-to-month,79.5,1
1,Fiber optic,Month-to-month,89.15,1
